CODE,Title,year,Word,count
GA,Su Jung Health Sauna                                            ,2012,February,1
GA,Clarkesville                                                    ,2015,February,1
GA,Douglasville                                                    ,2015,February,1
IL,Navistar International                                          ,2001,February,1
IL,Northern Illinois University                                    ,2008,February,1
MI,"Kalamazoo, Michigan                                             ",2016,February,1
MO,Kirkwood City Hall                                              ,2008,February,1
MO,Tyrone                                                          ,2015,February,1
NC,Charlotte                                                       ,2015,February,1
NC,"King, North Carolina                                            ",2015,February,1
NC,Tarboro                                                         ,2015,February,1
NY,McAvan's Pub                                                    ,2015,February,1
OH,Youngstown State University                                     ,2011,February,1
OH,Chardon High School                                             ,2012,February,1
TX,Tyler Courthouse                                                ,2005,February,1
TX,Killeen                                                         ,2015,February,1
UT,Trolley Square                                                  ,2007,February,1
VA,"Woodbridge, Virginia                                            ",2016,February,1
WA,Wah Mee Club in Seattle                                         ,1983,February,1
WA,Frontier Junior High School                                     ,1996,February,1
WA,Pinewood Village Apartments                                     ,2013,Federal,1
GA,Kennesaw FedEx                                                  ,2014,Fedex,1
TX,Fort Hood Army Base                                             ,2009,Fell,1
CA,Los Angeles Computer Learning Center                            ,1976,Fellow,1
CA,Santana High School                                             ,2001,Fellow,1
GA,Heritage High School                                            ,1999,Fellow,1
NC,Chapel Hill                                                     ,2015,Fellow,1
WA,Parkland Coffee Shop                                            ,2009,Felon,1
IA,University of Iowa                                              ,1991,Felt,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Female,2
CA,"Los Angeles, CA street shooting                                 ",2016,Female,1
NY,Schuyler County Office Building                                 ,1992,Female,1
VA,"Chesapeake, Virginia                                            ",2016,Female,1
WA,Cafe in Seattle                                                 ,2012,Female,1
MT,Fergus County High School                                       ,1986,Fergus,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Fetus,1
NJ,Annual motorcycle event in Newark                               ,2015,Feud,1
AL,University Heights Apartments in Auburn                         ,2012,Few,1
AZ,Rose-Mar College of Beauty                                      ,1966,Few,1
VA,"Richmond, Virginia                                              ",2016,Few,1
CA,Los Angeles Police Department                                   ,2013,Fiance,1
WI,Fox Cities Trestle Trail bridge over Little Lake Butte des Morts,2015,Fiance,1
KS,Goddard Junior High School                                      ,1985,Field,1
FL,The Spot Nightclub                                              ,2012,Fifteen,1
KS,"Kansas City, Kansas                                             ",2016,Fifth,1
