year;state_abbr;violentCrimePer100Capita;totalCrimePer100Capita;ViolentRatio
1979;AK;0.4911330049;12.4073891626;3.9583912336
1980;AK;0.4359956559;11.2913559715;3.8613223872
1981;AK;0.615776699;13.1898058252;4.6685804718
1982;AK;0.6237442922;12.4251141553;5.0200286649
1983;AK;0.6137787056;12.0371607516;5.0990322245
1984;AK;0.6216;12.2304;5.0824175824
1985;AK;0.5817658349;11.7539347409;4.9495411346
1986;AK;0.570411985;12.4917602996;4.5663058795
1987;AK;0.4554285714;10.755047619;4.2345565316
1988;AK;0.5228070175;9.8432748538;5.3113117871
1989;AK;0.4977229602;9.559772296;5.2064311235
1990;AK;0.5245044478;10.3053761251;5.0896196458
1991;AK;0.6138596491;11.4031578947;5.3832425613
1992;AK;0.6604770017;11.139011925;5.9294038479
1993;AK;0.7607679466;11.1358931553;6.8316742624
1994;AK;0.7663366337;11.4161716172;6.7127287445
1995;AK;0.7708609272;11.507615894;6.6987022703
1996;AK;0.7276771005;10.9008237232;6.6754322331
1997;AK;0.7011494253;10.5451559934;6.6490189972
1998;AK;0.6539087948;9.5540716612;6.8442944325
1999;AK;0.6308313156;8.7189669088;7.2351612545
2000;AK;0.5668876369;8.4988483599;6.6701700387
2001;AK;0.5894607263;8.4891813835;6.9436698271
2002;AK;0.5654094737;8.6502816915;6.5363128492
2003;AK;0.598044055;8.7193805146;6.858790645
2004;AK;0.632302301;8.0063245433;7.8975352246
2005;AK;0.6323378861;8.4941945231;7.4443537222
2006;AK;0.6880052772;8.5321608888;8.0636697569
2007;AK;0.6613234076;8.0810208961;8.1836616454
2008;AK;0.6520538604;7.15874998;9.1084876857
2009;AK;0.6333816769;7.1475919613;8.8614694335
2010;AK;0.6353042655;6.944238293;9.1486530085
2011;AK;0.6100627193;6.4957312187;9.3917481923
2012;AK;0.6041294962;6.6955403686;9.0228639208
2013;AK;0.6387171944;7.1205641437;8.970036383
2014;AK;0.6355098596;6.8637507021;9.2589298069
2015;AK;0.7307759564;7.1900979926;10.1636439048
2016;AK;0.8045614291;8.4605716351;9.509539825
2017;AK;0.8567342448;8.7974089804;9.738483759
2018;AK;0.8849557522;8.3708732124;10.571845132
1979;AL;0.4133191828;8.4876625099;4.8696467646
1980;AL;0.4485343131;9.8672887447;4.5456692789
1981;AL;0.4704545455;9.7974463739;4.801807813
1982;AL;0.4477047933;9.2671062643;4.8311175089
1983;AL;0.4160394039;8.2021217479;5.0723388006
1984;AL;0.4311779449;7.8040601504;5.525046406
1985;AL;0.4575478737;7.8842576474;5.8033095077
1986;AL;0.558006415;8.5767086109;6.5060670744
1987;AL;0.5592211609;8.9028165565;6.2813959758
1988;AL;0.558565544;9.1233826024;6.1223514164
1989;AL;0.5907965032;9.2556095192;6.3831182801
1990;AL;0.7085604146;9.8304528525;7.2078105174
1991;AL;0.8441672781;10.7312301296;7.8664539654
1992;AL;0.8716634429;10.5362185687;8.2730197486
1993;AL;0.780415572;9.7575352281;7.9980810088
1994;AL;0.6836691159;9.8060677886;6.971898733
1995;AL;0.6323536327;9.6961203856;6.5217180437
1996;AL;0.5653873157;9.6401591388;5.8649168293
1997;AL;0.5644593656;9.7794859921;5.7718715079
1998;AL;0.5120863971;9.1941636029;5.5696898508
1999;AL;0.4901985463;8.8249468748;5.5546911871
2000;AL;0.4861595197;9.0917226957;5.3472761539
2001;AL;0.4381827165;8.6300647674;5.0773977753
2002;AL;0.4449980531;8.945552654;4.9745171741
2003;AL;0.4292223816;8.9513438429;4.7950608219
2004;AL;0.4270143358;8.9125873546;4.7911377341
2005;AL;0.4326425958;8.6656478305;4.9926168741
2006;AL;0.4251548696;8.7323631287;4.8687264071
2007;AL;0.448912465;8.8532236669;5.0706102306
2008;AL;0.4528196658;9.0746691263;4.9899303159
2009;AL;0.4501022361;8.4609621153;5.3197524109
2010;AL;0.3837295976;7.8234196048;4.9048832476
2011;AL;0.4198023644;8.0503962684;5.2146795064
2012;AL;0.4502931794;7.9115679245;5.6915795163
2013;AL;0.4309891858;7.5876562579;5.6801358827
2014;AL;0.4276773059;7.2435664247;5.9042366822
2015;AL;0.4729623239;6.9415261003;6.813520789
2016;AL;0.5324094315;6.9990093703;7.6069255416
2017;AL;0.5224281659;6.9431316562;7.5243880101
2018;AL;0.51963319;6.6736212965;7.7863751464
1979;AR;0.3662385321;7.241559633;5.0574537899
1980;AR;0.335195971;7.6221182056;4.3976747926
1981;AR;0.310331299;7.5929380994;4.0871042932
1982;AR;0.3246617198;7.7430816237;4.19292648
1983;AR;0.2976804124;7.0011168385;4.2518989361
1984;AR;0.3213707961;6.7350361856;4.7716268662
1985;AR;0.3475625265;7.1700720644;4.8474063213
1986;AR;0.3948145025;7.8494097808;5.0298622897
1987;AR;0.4120184255;8.4904522613;4.8527264836
1988;AR;0.4226672172;8.439223782;5.008366031
1989;AR;0.4736907731;9.1113881962;5.1988869629
1990;AR;0.5322187836;9.7338480681;5.4677120481
1991;AR;0.5932546374;10.3498313659;5.7320222568
1992;AR;0.5765318883;9.5233847436;6.0538548405
1993;AR;0.5932755776;9.6214521452;6.1661750077
1994;AR;0.595108031;9.5974724827;6.2006745219
1995;AR;0.5531803543;9.3817230274;5.8963620292
1996;AR;0.5243426295;9.3984860558;5.5790116235
1997;AR;0.5268727705;9.4373365042;5.582854551
1998;AR;0.4902285264;8.5668242711;5.7224067039
1999;AR;0.4251828329;8.0843530131;5.2593303662
2000;AR;0.4452756789;8.2306426274;5.4099746407
2001;AR;0.4523698017;8.2603690655;5.4763872915
2002;AR;0.4249763881;8.3267436928;5.1037524851
2003;AR;0.4563794508;8.1775836268;5.5808594766
2004;AR;0.5023272727;9.0709090909;5.5377831229
2005;AR;0.5285138062;9.192897812;5.7491534989
2006;AR;0.5527821971;9.0764004907;6.0903239968
2007;AR;0.5371107702;8.9851936488;5.9777317127
2008;AR;0.5130297437;8.7560018071;5.8591781392
2009;AR;0.5158421153;8.5817716174;6.0109047208
2010;AR;0.5035275337;8.1141488807;6.2055496031
2011;AR;0.4823074531;8.4804848053;5.6872627465
2012;AR;0.469552801;8.3557414195;5.6195228822
2013;AR;0.4632000176;8.1621554939;5.674971739
2014;AR;0.4802424132;7.7082480151;6.2302408053
2015;AR;0.5295425933;7.6479597885;6.9239719862
2016;AR;0.5542744185;7.7454855398;7.1560964861
2017;AR;0.5659679314;7.4202538331;7.6273392272
2018;AR;0.5436281138;6.9132746593;7.8635399368
1979;AZ;0.5929795918;15.7146938776;3.7734084829
1980;AZ;0.6508536447;16.3415712925;3.9828094435
1981;AZ;0.5757966344;15.2278553527;3.7812063558
1982;AZ;0.516958042;14.261958042;3.6247339982
1983;AZ;0.494161323;12.7831252109;3.8657316957
1984;AZ;0.5160825418;12.9987553226;3.9702458347
1985;AZ;0.6025101977;14.23238155;4.2333758097
1986;AZ;0.6582755502;14.6427494724;4.4955733992
1987;AZ;0.6125812168;14.3771411695;4.2607999014
1988;AZ;0.6101269475;14.9425851125;4.0831418586
1989;AZ;0.5995500562;16.1194600675;3.7194177332
1990;AZ;0.6523741497;15.7774632301;4.1348481704
1991;AZ;0.67072;14.8112533333;4.5284486391
1992;AZ;0.6708246347;14.0571503132;4.7721239349
1993;AZ;0.7149898374;14.8634654472;4.8103844957
1994;AZ;0.7031411043;15.8491288344;4.4364653202
1995;AZ;0.7134898056;16.4272166904;4.3433395872
1996;AZ;0.631504065;14.1340108401;4.467974959
1997;AZ;0.6237321625;14.3900768386;4.3344602635
1998;AZ;0.5779396016;13.1499250375;4.3950030132
1999;AZ;0.5511128151;11.7921902455;4.6735407386
2000;AZ;0.5317278651;11.6590704615;4.5606368609
2001;AZ;0.5403275619;12.1556836807;4.4450610605
2002;AZ;0.5544992993;12.8086379195;4.3291043341
2003;AZ;0.5132973737;12.2946532689;4.17496421
2004;AZ;0.5044008767;11.1554616395;4.5215598694
2005;AZ;0.5119765524;10.6777297591;4.7948071725
2006;AZ;0.5425604064;10.6334120297;5.1024112004
2007;AZ;0.5180039298;10.1011318469;5.1281770959
2008;AZ;0.4856327056;9.1757459024;5.2925692442
2009;AZ;0.4264546199;8.0308645925;5.3101956209
2010;AZ;0.4136495624;7.900319936;5.2358583666
2011;AZ;0.4142213577;7.9379155028;5.2182636305
2012;AZ;0.4285813069;7.9307614588;5.4040372934
2013;AZ;0.4156143552;7.5973508353;5.4705168186
2014;AZ;0.3926713048;7.1634350521;5.4816062671
2015;AZ;0.4102344459;6.9316830863;5.9182516103
2016;AZ;0.4710332363;6.9913595175;6.7373625282
2017;AZ;0.5057118326;6.8279254735;7.4065224438
2018;AZ;0.4748979523;6.3034901611;7.5338890069
1979;CA;0.811098872;14.9375044061;5.4299490062
1980;CA;0.8936083778;15.6661459723;5.704072842
1981;CA;0.8629703216;15.1809843123;5.6845478782
1982;CA;0.8147104028;14.5709108558;5.5913484813
1983;CA;0.7725867959;13.3548740764;5.7850548907
1984;CA;0.7633635157;12.9366950277;5.9007614703
1985;CA;0.7652683482;13.0360174474;5.8704151884
1986;CA;0.920536674;13.5255846707;6.8058919179
1987;CA;0.9179879261;13.0128402559;7.0544777931
1988;CA;0.9298210736;13.2710309571;7.0063966889
1989;CA;0.9776554382;13.5268348071;7.2275255233
1990;CA;1.0451975151;13.2072285836;7.9138292226
1991;CA;1.0899341672;13.5451810402;8.0466563273
1992;CA;1.1197200894;13.358998283;8.3817668488
1993;CA;1.0777642498;12.9138124379;8.345825487
1994;CA;1.012996723;12.3476631351;8.2039549662
1995;CA;0.9660134857;11.6621862041;8.2832967062
1996;CA;0.8626513583;10.4155279503;8.2823584404
1997;CA;0.7982583364;9.7306867485;8.2035148912
1998;CA;0.7037162886;8.6856705544;8.1020375365
1999;CA;0.6271782806;7.6099526081;8.2415530415
2000;CA;0.6215552311;7.4794943547;8.3101236743
2001;CA;0.6152143109;7.786346674;7.9011934173
2002;CA;0.5953605033;7.9131052735;7.5237278247
2003;CA;0.5796257207;8.0120042709;7.2344659473
2004;CA;0.5278020184;7.9033954487;6.6781679068
2005;CA;0.5260198782;7.6932198124;6.8374476616
2006;CA;0.5334505619;7.4304007656;7.179297305
2007;CA;0.5240606059;7.1351918019;7.3447304633
2008;CA;0.504205142;6.8903148071;7.3175922453
2009;CA;0.473284969;6.4086238109;7.3851264009
2010;CA;0.4395846848;6.1388715117;7.1606757691
2011;CA;0.4111646202;5.9906963533;6.8633860901
2012;CA;0.4235382019;6.3705941372;6.6483312665
2013;CA;0.4026369796;6.127167964;6.5713390262
2014;CA;0.3963751458;5.6977841293;6.9566543199
2015;CA;0.4279716284;6.1366843156;6.9739880105
2016;CA;0.444813423;6.0245453053;7.3833526088
2017;CA;0.453299368;5.9171536058;7.6607672906
2018;CA;0.4474095575;5.6556297368;7.9108707313
1979;CO;0.5220779221;14.1021645022;3.7021119843
1980;CO;0.528590988;14.6669320913;3.6039642422
1981;CO;0.5317246034;14.7063111711;3.6156218732
1982;CO;0.5042364532;14.1598686371;3.5610249369
1983;CO;0.4764256133;13.2542210895;3.5945198894
1984;CO;0.4577721838;12.9422278162;3.5370431603
1985;CO;0.4710306407;13.8381306097;3.4038603476
1986;CO;0.5235690236;14.063728191;3.7228323561
1987;CO;0.467506068;12.9025485437;3.6233622092
1988;CO;0.4725835866;12.356656535;3.8245263619
1989;CO;0.4713898101;12.0788664456;3.9025997364
1990;CO;0.5259844451;12.1074771263;4.344294353
1991;CO;0.5592833876;12.148178857;4.6038455163
1992;CO;0.5788472622;11.9175792507;4.8570875852
1993;CO;0.5672742569;11.0535614133;5.1320496233
1994;CO;0.5096280088;10.636761488;4.7911952273
1995;CO;0.4401921537;10.7925807313;4.0786551862
1996;CO;0.404472927;10.2370389746;3.9510734307
1997;CO;0.3631903416;9.3008476753;3.9049165659
1998;CO;0.3779400655;8.9749181566;4.2110697711
1999;CO;0.3404967243;8.1266072883;4.1899000686
2000;CO;0.3340183263;7.9652920388;4.1934222201
2001;CO;0.3496284915;8.4125237052;4.1560476234
2002;CO;0.352850923;8.7062332775;4.0528539931
2003;CO;0.3464879422;8.5962521602;4.0306861145
2004;CO;0.3720483695;8.581081272;4.3356816904
2005;CO;0.39667231;8.875569742;4.4692602454
2006;CO;0.3953820621;7.6675172199;5.1565852508
2007;CO;0.3517627735;6.7019848751;5.2486357414
2008;CO;0.3538851242;6.349687091;5.5732687157
2009;CO;0.3387632574;6.0189287105;5.6282982185
2010;CO;0.3236924915;5.996403901;5.3981102154
2011;CO;0.3143872273;5.8192811918;5.4025096395
2012;CO;0.3073731399;5.985442025;5.1353457046
2013;CO;0.3053630005;5.9624217056;5.121459293
2014;CO;0.3078466828;5.728371936;5.3740693899
2015;CO;0.3183809189;5.9683758994;5.3344649238
2016;CO;0.3441164318;6.254980692;5.5014787212
2017;CO;0.3721752979;6.1586900911;6.0430918333
2018;CO;0.3972214165;6.1376537951;6.4718771991
1979;CT;0.4141894061;11.5591011236;3.583231963
1980;CT;0.4125064939;11.7633489531;3.5067096583
1981;CT;0.4480523627;11.6745210728;3.8378650389
1982;CT;0.3995242626;10.8549952426;3.680556773
1983;CT;0.3749840663;9.9556405354;3.766548872
1984;CT;0.3938490805;9.2577679138;4.2542552827
1985;CT;0.4019533711;9.4095778198;4.2717471372
1986;CT;0.4257761054;9.6575101913;4.4087564696
1987;CT;0.4190283401;9.9914668328;4.1938620935
1988;CT;0.4553841407;10.1952483801;4.4666311572
1989;CT;0.5117628898;10.5399814758;4.8554439204
1990;CT;0.5537072619;10.7734561238;5.139550907
1991;CT;0.5396839866;10.7281069584;5.0305612045
1992;CT;0.4953367876;10.1058823529;4.9014699584
1993;CT;0.4561794324;9.3007018615;4.9047850281
1994;CT;0.4554503817;9.0959389313;5.0071838116
1995;CT;0.4058931298;9.0064732824;4.5066822167
1996;CT;0.4120342089;8.4553451436;4.8730619735
1997;CT;0.3908562691;7.9685626911;4.9049782786
1998;CT;0.3663103238;7.5730604765;4.8370183349
1999;CT;0.3455786981;6.7784856389;5.0981696573
2000;CT;0.3247038303;6.4653589052;5.0222088999
2001;CT;0.3345948089;6.2185371114;5.3806032344
2002;CT;0.3124686469;6.0274904173;5.1840587914
2003;CT;0.3167515544;5.9665726019;5.3087689616
2004;CT;0.2890282443;5.9477571374;4.8594493297
2005;CT;0.2725739788;5.7024007477;4.7799863744
2006;CT;0.2997310267;5.7716697258;5.1931423826
2007;CT;0.301144188;5.5434857404;5.4323976307
2008;CT;0.3066617313;5.5949700279;5.4810254525
2009;CT;0.3009418217;5.298770311;5.6794653106
2010;CT;0.2820026749;4.9415214328;5.7067985783
2011;CT;0.2757117442;4.8564745978;5.6771993478
2012;CT;0.2835096394;4.8640153239;5.8287159996
2013;CT;0.2622424494;4.5028520499;5.8239188514
2014;CT;0.2385415224;4.350246275;5.4834027152
2015;CT;0.2214392716;4.1197244981;5.375099031
2016;CT;0.2276955753;4.0931965878;5.5627813226
2017;CT;0.2291627027;4.0200566331;5.7004844368
2018;CT;0.2074361856;3.7767884758;5.4923961699
1979;DC;1.6086890244;17.2042682927;9.3505227716
1980;DC;2.0106008347;20.0455580866;10.0301564365
1981;DC;2.2748427673;21.3553459119;10.6523339714
1982;DC;2.1231378764;20.8215530903;10.1968276198
1983;DC;1.9154093098;18.5476725522;10.3269523678
1984;DC;1.7215088283;17.1826645265;10.0188700396
1985;DC;1.6247603834;15.9984025559;10.1557663505
1986;DC;1.5052715655;16.6785942492;9.025170485
1987;DC;1.6102893891;16.9032154341;9.5265270407
1988;DC;1.9216129032;19.8293548387;9.690748483
1989;DC;2.1418874172;20.5867549669;10.4042012482
1990;DC;2.458230351;21.5485252925;11.4078820597
1991;DC;2.4533444816;21.5361204013;11.3917661858
1992;DC;2.8327674024;22.8139219015;12.4168365904
1993;DC;2.921799308;23.5221453287;12.4214831051
1994;DC;2.6626315789;22.1705263158;12.0097806476
1995;DC;2.6613718412;24.3469314079;10.9310360167
1996;DC;2.4697974217;23.7933701657;10.3801916438
1997;DC;2.0241965974;19.6782608696;10.286460835
1998;DC;1.7185468451;17.6711281071;9.7251677126
1999;DC;1.6277456647;16.1341040462;10.0888506735
2000;DC;1.5078864243;14.5530443538;10.3613126411
2001;DC;1.6024132919;15.4845927831;10.3484367614
2002;DC;1.6378609066;16.0936261875;10.1770781021
2003;DC;1.6249417166;14.9768659661;10.8496778983
2004;DC;1.3694453115;12.4444508596;11.0044655802
2005;DC;1.379952547;11.7395614459;11.7547197424
2006;DC;1.5084346465;12.3247295926;12.2390891841
2007;DC;1.4151135831;12.66275931;11.1753966762
2008;DC;1.4377366588;13.0847722246;10.9878615702
2009;DC;1.3489378094;12.2016419386;11.0553794008
2010;DC;1.32680456;12.1763165551;10.8966004127
2011;DC;1.2007689574;11.9824884495;10.0210316283
2012;DC;1.2418163419;12.1949332757;10.1830515496
2013;DC;1.2963884451;12.2199438925;10.6087921231
2014;DC;1.2425814899;12.8882025231;9.6412318764
2015;DC;1.273611714;11.982660503;10.6287891048
2016;DC;1.2035023731;11.9470552477;10.0736319382
2017;DC;1.0027440343;10.5541109487;9.5009806058
2018;DC;0.9959356827;10.7394779737;9.2735949099
1979;DE;0.5372852234;13.0515463918;4.116640337
1980;DE;0.4747982024;13.5532693656;3.5032005161
1981;DE;0.5090301003;13.3785953177;3.8048097595
1982;DE;0.5598006645;12.7697674419;4.3837968624
1983;DE;0.4531353135;10.9320132013;4.1450307934
1984;DE;0.435725938;10.0137030995;4.3512967549
1985;DE;0.4332797428;9.9225080386;4.3666353414
1986;DE;0.427014218;9.6631911532;4.418977243
1987;DE;0.4307453416;9.8776397516;4.3608124253
1988;DE;0.4516666667;9.5981818182;4.7057523521
1989;DE;0.5564635958;9.7304606241;5.7187795865
1990;DE;0.6552401196;10.7207190979;6.1119045619
1991;DE;0.7142647059;11.7388235294;6.0846361996
1992;DE;0.6211901306;9.6969521045;6.406034844
1993;DE;0.6858571429;9.7442857143;7.0385573963
1994;DE;0.6443342776;9.7790368272;6.5889339513
1995;DE;0.7249651325;10.3174337517;7.0266032227
1996;DE;0.6682758621;9.7897931034;6.8262511271
1997;DE;0.7859289617;11.5658469945;6.7952564315
1998;DE;0.7623655914;10.726344086;7.1074131622
1999;DE;0.7344022465;9.6759552936;7.5899714725
2000;DE;0.6844053088;8.956100051;7.6417782844
2001;DE;0.6110979301;8.1011901848;7.543310503
2002;DE;0.6000409457;7.8921018184;7.6030563154
2003;DE;0.6752908334;8.181224837;8.254153221
2004;DE;0.6150091137;7.7971831257;7.8875807299
2005;DE;0.6334490063;7.5027829225;8.442853976
2006;DE;0.7010156115;8.354775061;8.3905982666
2007;DE;0.7053947667;8.1677775671;8.6363121531
2008;DE;0.7086309347;8.6066531362;8.2335249654
2009;DE;0.6454477462;7.998445412;8.0696649528
2010;DE;0.6232551523;8.1543290005;7.6432426539
2011;DE;0.5664343596;7.9959301295;7.084033382
2012;DE;0.5504589157;7.7978044889;7.0591525661
2013;DE;0.5007349444;7.3003761186;6.8590294022
2014;DE;0.4880508735;6.9703237718;7.0018393624
2015;DE;0.504196696;6.447256365;7.820329571
2016;DE;0.5100252126;6.588236776;7.7414523787
2017;DE;0.4573294967;5.810811658;7.8703204229
2018;DE;0.4236065804;5.4960291407;7.7075024456
1979;FL;0.8338713318;15.3761173815;5.4231592485
1980;FL;0.9835256449;16.8039216014;5.8529530681
1981;FL;0.9650698406;16.0649026166;6.0073183366
1982;FL;0.8968029954;14.9304339478;6.0065434034
1983;FL;0.8267041199;13.5622846442;6.0956110385
1984;FL;0.8679846939;13.6424744898;6.3623699244
1985;FL;0.941149041;15.1484955129;6.2128218621
1986;FL;1.0365139186;16.4567708779;6.2984040206
1987;FL;1.0244364967;17.0063212177;6.0238571505
1988;FL;1.1177425871;17.8752848025;6.253005753
1989;FL;1.1094230921;17.608981138;6.3003252908
1990;FL;1.2443261772;17.6215878805;7.0613737287
1991;FL;1.1843262785;17.0944189199;6.9281458707
1992;FL;1.2071989917;16.7164887307;7.2216062305
1993;FL;1.2060457636;16.7020688647;7.2209363603
1994;FL;1.1468214721;16.4999784992;6.9504422211
1995;FL;1.0709515742;15.4030636736;6.9528478028
1996;FL;1.0510416667;14.9947638889;7.0093912412
1997;FL;1.0235840044;14.5435921933;7.0380411577
1998;FL;0.9386967015;13.772097077;6.8159314902
1999;FL;0.8539601372;12.4108643868;6.8807466637
2000;FL;0.8120005671;11.3894690765;7.1293978821
2001;FL;0.7983287456;11.1550918475;7.1566308597
2002;FL;0.7711676599;10.85517887;7.1041451195
2003;FL;0.7310940451;10.3766881475;7.0455431894
2004;FL;0.711825937;9.788598844;7.271990081
2005;FL;0.7088903986;9.443336128;7.5067792671
2006;FL;0.7164334019;9.4052876391;7.6173470647
2007;FL;0.7225699641;9.622654194;7.5090505132
2008;FL;0.6888567104;9.6587579672;7.1319388349
2009;FL;0.6124780983;8.9065959707;6.8766799386
2010;FL;0.5412765791;8.1853584444;6.6127413087
2011;FL;0.5146035622;8.0640125369;6.3814826657
2012;FL;0.4869738746;7.5263645317;6.4702403466
2013;FL;0.4693445936;7.1585139644;6.5564528601
2014;FL;0.45889168;6.8085267997;6.7399555515
2015;FL;0.4624618312;6.5852885322;7.0226510029
2016;FL;0.4294029377;6.2576740042;6.8620215345
2017;FL;0.4080982372;5.8419839964;6.9856103249
2018;FL;0.3848948265;5.3334741829;7.2165874116
1979;GA;0.5586948027;10.833724111;5.1569967717
1980;GA;0.5553384087;11.2073078854;4.9551454675
1981;GA;0.5481594541;11.2570659005;4.8694700641
1982;GA;0.4781521546;10.4295087782;4.5846085833
1983;GA;0.4567166783;9.0105024424;5.0687148826
1984;GA;0.4785848895;8.9962652047;5.3198174866
1985;GA;0.5072121821;10.2202476573;4.9628169402
1986;GA;0.5876310616;10.9108453473;5.3857519092
1987;GA;0.5764705882;11.5840244294;4.9764275943
1988;GA;0.6653491642;12.6531791908;5.2583556604
1989;GA;0.7358141703;14.1462088254;5.2014937668
1990;GA;0.7563193324;13.5272118126;5.5910955106
1991;GA;0.7382455081;12.9868337611;5.6845688615
1992;GA;0.733165457;12.8108428381;5.7230071919
1993;GA;0.7231314154;12.3859187509;5.8383348857
1994;GA;0.667654146;12.0206661942;5.554219169
1995;GA;0.6570892932;12.0072767671;5.4724256457
1996;GA;0.6387324901;12.6193934449;5.0615149843
1997;GA;0.6065722682;11.583302164;5.2366092125
1998;GA;0.5726511384;10.9259094478;5.2412217141
1999;GA;0.533946052;10.2967551077;5.1855759063
2000;GA;0.504724085;9.5022594034;5.3116218322
2001;GA;0.4957482901;9.2685693252;5.3487034807
2002;GA;0.4596322217;9.0315958383;5.0891584377
2003;GA;0.4545056394;9.4283613363;4.8206217728
2004;GA;0.4509578186;9.3488892121;4.8236513279
2005;GA;0.4459322601;9.181638475;4.8567830386
2006;GA;0.4779397905;8.7028741424;5.4917465506
2007;GA;0.4915477095;8.7621991147;5.6098669186
2008;GA;0.4888937804;8.9878485329;5.4394973235
2009;GA;0.4280404602;8.2012279521;5.2192240323
2010;GA;0.4022587361;8.0830036005;4.9765997396
2011;GA;0.3746461132;8.0305448379;4.6652639487
2012;GA;0.379955073;7.6071291775;4.9947235568
2013;GA;0.3753867402;7.5707278184;4.9583969889
2014;GA;0.385802622;7.5111526719;5.1363970196
2015;GA;0.3813068183;6.9822846407;5.4610609267
2016;GA;0.3904351721;6.7741006553;5.7636458624
2017;GA;0.3564563906;6.4297941382;5.5438227554
2018;GA;0.3265847393;5.8005366237;5.6302504482
1979;HI;0.289726776;14.4950819672;1.9987936364
1980;HI;0.299477547;14.9645478293;2.0012468828
1981;HI;0.2475995914;13.0868232891;1.8919762722
1982;HI;0.2557344064;13.16861167;1.9419997555
1983;HI;0.2521016618;11.6191593353;2.1697065554
1984;HI;0.2318575553;10.9686236766;2.1138254186
1985;HI;0.2194497154;10.4011385199;2.1098624439
1986;HI;0.2451977401;11.3427495292;2.1617134318
1987;HI;0.2632502308;11.6358264081;2.2624111224
1988;HI;0.2570905764;11.978042086;2.1463489154
1989;HI;0.2701438849;12.5408273381;2.1541153355
1990;HI;0.2808986229;12.2133602351;2.2999290738
1991;HI;0.2417621145;11.9407929515;2.0246738681
1992;HI;0.2584482759;12.2239655172;2.1142752366
1993;HI;0.2611774744;12.5539249147;2.0804447707
1994;HI;0.2621713316;13.3609838846;1.9622157612
1995;HI;0.2956192081;14.3971356361;2.0533196016
1996;HI;0.2805743243;13.1690878378;2.1305524557
1997;HI;0.2779275484;12.0458298231;2.307251161
1998;HI;0.2469404862;10.6660519698;2.3152004778
1999;HI;0.2349225683;9.6708806517;2.4291745168
2000;HI;0.2438225164;10.3978665117;2.3449283185
2001;HI;0.254029261;10.7490970022;2.3632614069
2002;HI;0.2629239366;12.1286763609;2.1677875542
2003;HI;0.2722711821;11.0937693943;2.4542711537
2004;HI;0.2545708663;10.1001169457;2.5204744422
2005;HI;0.2554823063;10.1105964291;2.5268767089
2006;HI;0.2806694371;9.0011808653;3.118140178
2007;HI;0.2761440811;8.7907943662;3.1412870059
2008;HI;0.2724736415;7.678012231;3.5487523759
2009;HI;0.2740935995;7.8855570431;3.4758939412
2010;HI;0.2642737533;7.2277367883;3.6563831946
2011;HI;0.2514278417;6.8700390167;3.6597731258
2012;HI;0.2430058485;6.7329453489;3.6092057183
2013;HI;0.2544381176;6.9601777731;3.655626708
2014;HI;0.2367177208;6.9815533386;3.3906168058
2015;HI;0.2934472755;8.2071635782;3.5755017277
2016;HI;0.2416211294;6.4447466653;3.7491175672
2017;HI;0.2511580161;6.1745411293;4.0676385635
2018;HI;0.2486464187;6.237843112;3.9860960636
1979;IA;0.1811574234;8.6034447124;2.1056382578
1980;IA;0.2003573831;9.4934871814;2.1104719401
1981;IA;0.2041767346;9.4330686918;2.1644784028
1982;IA;0.1727366609;8.2730464716;2.0879450094
1983;IA;0.1811359725;7.838141136;2.3109557396
1984;IA;0.1986597938;7.5990378007;2.6142756363
1985;IA;0.2117198336;7.8857836338;2.6848293511
1986;IA;0.2351104875;8.3013679411;2.8321896971
1987;IA;0.2312279464;8.2804516584;2.7924557247
1988;IA;0.2568454481;8.1533521524;3.150182199
1989;IA;0.2663028169;8.1628169014;3.2623887087
1990;IA;0.2996663371;8.2017318777;3.6536958488
1991;IA;0.3032915921;8.2680500894;3.6682360272
1992;IA;0.2779516358;7.9142958748;3.5120197708
1993;IA;0.3254797441;7.6928926795;4.2309149198
1994;IA;0.3150936727;7.3092258749;4.310903481
1995;IA;0.3543631246;8.2037297678;4.3195367789
1996;IA;0.2724754558;7.297826087;3.7336523586
1997;IA;0.3099929874;7.6316269285;4.0619515378
1998;IA;0.3115303983;7.0012578616;4.4496346868
1999;IA;0.2799875793;6.4471025955;4.3428435517
2000;IA;0.2664093245;6.4674998394;4.119201099
2001;IA;0.2682499496;6.5825433915;4.0751717634
2002;IA;0.2857103929;6.898536705;4.1416086506
2003;IA;0.2778744626;6.5078029189;4.2698659758
2004;IA;0.2878183646;6.3851720205;4.5076054904
2005;IA;0.2932702618;6.2765973231;4.672440285
2006;IA;0.2857396754;6.2186691526;4.5948685871
2007;IA;0.3001961817;5.8970310363;5.0906325551
2008;IA;0.2881212834;5.4569524955;5.2798935599
2009;IA;0.2820946216;5.2239867866;5.3999872717
2010;IA;0.2685395918;5.0443216548;5.323601669
2011;IA;0.2572699232;5.2169366701;4.9314365788
2012;IA;0.2655901275;5.1071872584;5.200320921
2013;IA;0.2730293975;4.9707001912;5.4927754032
2014;IA;0.27284296;4.7595402577;5.7325486327
2015;IA;0.2760732954;4.724251817;5.8437463981
2016;IA;0.2928899293;4.834536354;6.0582837285
2017;IA;0.2875013877;4.7518209004;6.0503414112
2018;IA;0.2500835671;3.8830915563;6.4403211593
1979;ID;0.2887292818;8.4815469613;3.4042054248
