Name,Genre,Year
ABBA: You Can Dance                         ,Misc            ,2011
ABC Island                                  ,Puzzle          ,2008
ABC Monday Night Football '98               ,Sports          ,1997
ABC Sports Indy Racing                      ,Racing          ,1997
ABC's Monday Night Football                 ,Sports          ,1993
ABC's Wide World of Sport Boxing            ,Sports          ,1991
Abduction Action!                           ,Action          ,2010
Aberoth                                     ,MMO             ,2015
ABPA Backgammon                             ,Strategy        ,1980
Abronium Party                              ,Action          ,2009
Absolute Baseball                           ,Sports          ,2011
Absolute BrickBuster                        ,Puzzle          ,2010
Absolute Chess                              ,Misc            ,2010
Absolute Obedience                          ,Misc            ,2006
Absolute Reversi                            ,Misc            ,2010
Absolute X                                  ,Action          ,2001
Absolute: Blazing Infinity                  ,Role-Playing    ,2007
Absolute: Blazing Infinity                  ,Role-Playing    ,2009
Abstacked                                   ,Puzzle          ,2008
Abunai: Koi no Sousa Shitsu                 ,Misc            ,2012
Abunai: Koi no Sousa Shitsu                 ,Action          ,2015
Abundante!                                  ,Puzzle          ,2007
Abyss                                       ,Misc            ,2012
Abyss                                       ,Action          ,2014
Abyss Odyssey                               ,Misc            ,2014
ABZU                                        ,Adventure       ,2016
AC-130: Operation Devastation               ,Simulation      ,2009
AC/DC LIVE: Rock Band Track Pack            ,Misc            ,2008
ACA NEOGEO METAL SLUG                       ,Action          ,2016
ACA NEOGEO SAMURAI SHODOWN                  ,Fighting        ,2016
ACA NEOGEO THE KING OF FIGHTERS '94         ,Fighting        ,2016
Academy of Champions: Soccer                ,Sports          ,2009
Academy of Magic: Word Spells               ,Misc            ,2005
Academy: Checkers                           ,Misc            ,2011
Academy: Checkers                           ,Puzzle          ,2011
Academy: Tic-Tac-Toe                        ,Misc            ,2010
Accel Knights 2: Full Throttle              ,Action          ,2014
Accel World: Ginyoku no Kakusei             ,Adventure       ,2012
Accel World: Kasoku no Chouten              ,Adventure       ,2013
Accelebrid                                  ,Action          ,1993
Acceleration of Suguri X Edition            ,Fighting        ,2011
Ace Armstrong vs. the Alien Scumbags        ,Shooter         ,2010
Ace Attorney Investigations 2               ,Adventure       ,2011
Ace Attorney Investigations: Miles Edgeworth,Adventure       ,2010
Ace Combat 04: Shattered Skies              ,Simulation      ,2001
Ace Combat 2                                ,Simulation      ,1997
Ace Combat 3: Electrosphere                 ,Simulation      ,2000
Ace Combat 5: The Unsung War                ,Simulation      ,2004
Ace Combat 6: Fires of Liberation           ,Simulation      ,2007
Ace Combat X: Skies of Deception            ,Simulation      ,2006
Ace Combat Zero: The Belkan War             ,Simulation      ,2006
Ace Combat: Assault Horizon                 ,Action          ,2011
Ace Combat: Assault Horizon                 ,Action          ,2015
Ace Combat: Assault Horizon Legacy          ,Simulation      ,2011
Ace Combat: Joint Assault                   ,Simulation      ,2010
Ace Fishing: Wild Catch                     ,Misc            ,2014
Ace Gals Tennis                             ,Sports          ,2010
Ace Lightning                               ,Action          ,2002
Ace Lightning                               ,Action          ,2003
Ace Mathician                               ,Misc            ,2012
Ace o Nerae!                                ,Sports          ,1993
Ace of Aces                                 ,Simulation      ,1988
Ace of Aces                                 ,Simulation      ,1991
Ace of Dynamites                            ,Action          ,2011
Ace of Words                                ,Puzzle          ,2016
Ace Ventura                                 ,Adventure       ,1996
Aceball                                     ,Misc            ,2008
Aces of the Air                             ,Simulation      ,2002
Aces of the Deep                            ,Simulation      ,1994
Aces of the Galaxy                          ,Shooter         ,2008
Aces of the Luftwaffe                       ,Misc            ,2013
Aces of the Pacific                         ,Simulation      ,1992
Aces of War                                 ,Simulation      ,2007
Aces Over Europe                            ,Simulation      ,1993
Achron                                      ,Strategy        ,2011
Achtung Panzer: Kharkov 1943                ,Strategy        ,2010
Acid                                        ,Action          ,1999
Acid Drop                                   ,Puzzle          ,1992
ACME Animation Factory                      ,Puzzle          ,1994
Aconcagua                                   ,Adventure       ,2000
Acrobat Mission                             ,Shooter         ,1992
Across Age                                  ,Misc            ,2010
Act of Aggression                           ,Strategy        ,2015
Act of War: Direct Action                   ,Strategy        ,2005
Act of War: High Treason                    ,Strategy        ,2006
ACT Series: Tango Choo Nichi Ei Hen         ,Misc            ,2010
ACT Series: Tango Choo Nichi Jyuu Hen       ,Misc            ,2009
ACT Series: Tango Choo Nichi Kan Hen        ,Misc            ,2010
Action 52                                   ,Misc            ,1991
Action 52                                   ,Misc            ,1993
Action Bass                                 ,Action          ,2000
Action Fighter                              ,Action          ,1986
Action Force                                ,Action          ,1983
Action Game: Tobeyo!! Dragon!               ,Action          ,2010
Action Girlz Racing                         ,Racing          ,2005
Action Girlz Racing                         ,Racing          ,2008
Action Man: Destruction X                   ,Action          ,2000
Action Man: Operation Extreme               ,Action          ,2000
Action Man: Robot Atak                      ,Action          ,2004
Action Man: Search for Base X               ,Action          ,2001
Action Pachio                               ,Platform        ,1993
Action Pack: Prince of Persia: Rival Swords ,Misc            ,2009
Active Health with Carol Vorderman          ,Sports          ,2009
Active Life Explorer                        ,Sports          ,2010
Active Life: Extreme Challenge              ,Sports          ,2009
Active Life: Magical Carnival               ,Misc            ,2011
Active Life: Outdoor Challenge              ,Sports          ,2008
Activision Anthology                        ,Misc            ,2002
Activision Anthology                        ,Misc            ,2003
Activision Anthology                        ,Misc            ,2006
Activision Anthology                        ,Misc            ,2012
Activision Hits Remixed                     ,Misc            ,2009
Activision Hits: Remixed                    ,Misc            ,1993
Activision Hits: Remixed                    ,Misc            ,2006
ActRaiser                                   ,Misc            ,1991
ActRaiser                                   ,Misc            ,2007
ActRaiser 2                                 ,Platform        ,1993
Actua Golf 3                                ,Sports          ,1999
Actua Ice Hockey                            ,Sports          ,1998
